country,city,operator,quality
"Argentina","Vicente López","TRANSPORTES SESENTA Y OCHO S.R.L.","Realtime routing"
"Argentina","Vicente López","Trenes de Buenos Aires","Estimated routing"
"Australia","Adelaide","Adelaide Metro (Busways)","Realtime routing"
"Australia","Adelaide","Adelaide Metro (Rail Commissioner Tram)","Realtime routing"
"Australia","Adelaide","Adelaide Metro (Rail Commissioner)","Realtime routing"
"Australia","Adelaide","Adelaide Metro (SouthLink)","Realtime routing"
"Australia","Adelaide","Adelaide Metro (Torrens Transit)","Realtime routing"
"Australia","Adelaide","Firefly buses","Estimated routing"
"Australia","Adelaide","Great Southern Rail","Estimated routing"
"Australia","Adelaide","Greyhound Australia","Estimated routing"
"Australia","Adelaide","NSW TrainLink","Realtime routing"
"Australia","Adelaide","Transport Victoria","Timetable routing"
"Australia","Canberra","Canberra Metro Operations","Realtime routing"
"Australia","Canberra","Comfort DelGro Corporation.","Realtime routing"
"Australia","Canberra","Greyhound Australia","Estimated routing"
"Australia","Canberra","Murrays Coaches","Realtime routing"
"Australia","Canberra","NSW TrainLink","Realtime routing"
"Australia","Canberra","NSW Trains","Realtime routing"
"Australia","Canberra","Qcity Transit","Realtime routing"
"Australia","Canberra","Transport Canberra","Timetable routing"
"Australia","Canberra","Transport Victoria","Timetable routing"
"Australia","Melbourne","Firefly buses","Estimated routing"
"Australia","Melbourne","Greyhound Australia","Estimated routing"
"Australia","Melbourne","NSW TrainLink","Realtime routing"
"Australia","Melbourne","NSW Trains","Realtime routing"
"Australia","Melbourne","Transport Victoria","Realtime routing"
"Australia","Newcastle","Busways","Realtime routing"
"Australia","Newcastle","Busways OMR6","Realtime routing"
"Australia","Newcastle","Greyhound Australia","Estimated routing"
"Australia","Newcastle","Hunter Valley Buses","Realtime routing"
"Australia","Newcastle","NSW TrainLink","Realtime routing"
"Australia","Newcastle","NSW Trains","Realtime routing"
"Australia","Newcastle","Newcastle Transport","Realtime routing"
"Australia","Newcastle","Port Stephens Coaches","Realtime routing"
"Australia","Newcastle","Rover Coaches","Realtime routing"
"Australia","Newcastle","train replacement bus operators","Realtime routing"
"Australia","Sydney","Blue Mountains Transit","Realtime routing"
"Australia","Sydney","Busways North West","Realtime routing"
"Australia","Sydney","Busways OMR6","Realtime routing"
"Australia","Sydney","Busways R1","Realtime routing"
"Australia","Sydney","CDC NSW R14","Realtime routing"
"Australia","Sydney","CDC NSW R4","Realtime routing"
"Australia","Sydney","Captain Cook Cruises","Realtime routing"
"Australia","Sydney","Cronulla Ferries","Realtime routing"
"Australia","Sydney","Firefly buses","Estimated routing"
"Australia","Sydney","Great Southern Rail","Estimated routing"
"Australia","Sydney","Greyhound Australia","Estimated routing"
"Australia","Sydney","Keolis Downer Northern Beaches","Realtime routing"
"Australia","Sydney","Manly Fast Ferries","Realtime routing"
"Australia","Sydney","NSW TrainLink","Realtime routing"
"Australia","Sydney","NSW Trains","Realtime routing"
"Australia","Sydney","Palm Beach Ferry Service","Realtime routing"
"Australia","Sydney","Parramatta Light Rail","Realtime routing"
"Australia","Sydney","Picton Buslines","Realtime routing"
"Australia","Sydney","Premier Charters","Realtime routing"
"Australia","Sydney","Sydney Ferries","Realtime routing"
"Australia","Sydney","Sydney Light Rail","Realtime routing"
"Australia","Sydney","Sydney Metro","Realtime routing"
"Australia","Sydney","Sydney Trains","Realtime routing"
"Australia","Sydney","Transdev John Holland Buses","Realtime routing"
"Australia","Sydney","Transit Systems","Realtime routing"
"Australia","Sydney","Transit Systems NSW","Realtime routing"
"Australia","Sydney","Transit Systems NSW SW","Realtime routing"
"Australia","Sydney","U-Go Mobility","Realtime routing"
"Australia","Sydney","train replacement bus operators","Realtime routing"
"Australia","Toowoomba","Bus Qld Toowoomba","Timetable routing"
"Australia","Toowoomba","Greyhound Australia","Estimated routing"
"Australia","Wollongong","Dions Bus Service","Realtime routing"
"Australia","Wollongong","Murrays Coaches","Realtime routing"
"Australia","Wollongong","NSW TrainLink","Realtime routing"
"Australia","Wollongong","NSW Trains","Realtime routing"
"Australia","Wollongong","Premier Charters","Realtime routing"
"Australia","Wollongong","Premier Illawarra","Realtime routing"
"Australia","Wollongong","Transit Systems NSW SW","Realtime routing"
"Australia","Wollongong","train replacement bus operators","Realtime routing"
"Austria","Graz","Dr. Richard Linien GmbH & Co KG","Timetable routing"
"Austria","Graz","Eurolines SA","Estimated routing"
"Austria","Graz","FlixBus","Timetable routing"
"Austria","Graz","Graz Linien","Timetable routing"
"Austria","Graz","Graz-Köflacher Bahn und Busbetrieb GmbH","Timetable routing"
"Austria","Graz","OEBB Personenverkehr AG Kundenservice","Timetable routing"
"Austria","Graz","RegioBus Steiermark","Timetable routing"
"Austria","Graz","Sonstige Verkehrsunternehmen","Timetable routing"
"Austria","Graz","Steiermarkbahn und Bus GmbH","Timetable routing"
"Austria","Graz","Verkehrsbetriebe Burgenland GmbH","Timetable routing"
"Austria","Graz","Westbahn","Timetable routing"
"Austria","Graz","ÖBB","Realtime routing"
"Austria","Graz","Österreichische Postbus AG","Timetable routing"
"Austria","Graz","Železničná spoločnosť Slovensko, a.s.","Timetable routing"
"Austria","Linz","Bietergemeinschaft Baumgartner-Reisen GmbH & Naderer Bustouristik GmbH","Timetable routing"
"Austria","Linz","Deutsche Bahn AG","Timetable routing"
"Austria","Linz","Dr. Richard -Standort Oberösterreich","Timetable routing"
"Austria","Linz","Eurolines SA","Estimated routing"
"Austria","Linz","FlixBus","Timetable routing"
"Austria","Linz","Leitner Adelheid GmbH","Timetable routing"
"Austria","Linz","Linz Linien GmbH","Timetable routing"
"Austria","Linz","MAV","Realtime routing"
"Austria","Linz","NMBS/SNCB","Realtime routing"
"Austria","Linz","OEBB Personenverkehr AG Kundenservice","Timetable routing"
"Austria","Linz","PKP Intercity","Realtime routing"
"Austria","Linz","Stern & Hafferl VerkehrsgesmbH","Timetable routing"
"Austria","Linz","WESTbahn","Realtime routing"
"Austria","Linz","WESTbahn Management GmbH","Timetable routing"
"Austria","Linz","WILIA d. Mgd. Wilhering","Timetable routing"
"Austria","Linz","Westbahn","Timetable routing"
"Austria","Linz","Wilhelm Welser Verkehrsbetriebe GmbH","Timetable routing"
"Austria","Linz","sabtours Busbetrieb GmbH","Timetable routing"
"Austria","Linz","ÖBB","Realtime routing"
"Austria","Linz","Österreichische Postbus AG","Timetable routing"
"Austria","Linz","Železničná spoločnosť Slovensko, a.s.","Timetable routing"
"Austria","Salzburg","Albus","Timetable routing"
"Austria","Salzburg","Albus (SVG beauftragt)","Timetable routing"
"Austria","Salzburg","BlaBlaCar Bus","Timetable routing"
"Austria","Salzburg","Breuss","Timetable routing"
"Austria","Salzburg","DB Fernverkehr AG","Realtime routing"
"Austria","Salzburg","DB RegioNetz Verkehrs GmbH Südostbayernbahn","Realtime routing"
"Austria","Salzburg","Deutsche Bahn AG","Timetable routing"
"Austria","Salzburg","Fischwenger","Timetable routing"
"Austria","Salzburg","FlixBus","Timetable routing"
"Austria","Salzburg","HZZP","Realtime routing"
"Austria","Salzburg","Hogger mobil","Timetable routing"
"Austria","Salzburg","Krautgartner-Bus","Timetable routing"
"Austria","Salzburg","MAV","Realtime routing"
"Austria","Salzburg","Meridian","Realtime routing"
"Austria","Salzburg","NMBS/SNCB","Realtime routing"
"Austria","Salzburg","OEBB Personenverkehr AG Kundenservice","Timetable routing"
"Austria","Salzburg","PKP Intercity","Realtime routing"
"Austria","Salzburg","Regionalverkehr Oberbayern","Realtime routing"
"Austria","Salzburg","SAD Nahverkehr AG","Timetable routing"
"Austria","Salzburg","Salzburg AG (OBus)","Timetable routing"
"Austria","Salzburg","Salzburg AG (Salzburger Lokalbahn)","Timetable routing"
"Austria","Salzburg","Schweizerische Bundesbahnen SBB","Realtime routing"
"Austria","Salzburg","Snälltåget","Realtime routing"
"Austria","Salzburg","TRENITALIA","Timetable routing"
"Austria","Salzburg","WESTbahn","Realtime routing"
"Austria","Salzburg","WESTbahn Management GmbH","Timetable routing"
"Austria","Salzburg","Westbahn","Timetable routing"
"Austria","Salzburg","ÖBB","Realtime routing"
"Austria","Salzburg","Österreichische Postbus AG - N (Salzb)","Timetable routing"
"Austria","Salzburg","Österreichische Postbus AG - W (Tamsw)","Timetable routing"
"Austria","Salzburg","Österreichische Postbus AG - W (ZellS)","Timetable routing"
"Austria","Salzburg","Železničná spoločnosť Slovensko, a.s.","Timetable routing"
"Austria","Vienna","BlaBlaCar Bus","Timetable routing"
"Austria","Vienna","Blaguss Reisen GmbH","Timetable routing"
"Austria","Vienna","City Air Terminal Betriebsgesellschaft m.b.H.","Timetable routing"
"Austria","Vienna","Dr. Richard Linien GmbH & Co KG","Timetable routing"
"Austria","Vienna","Dr. Richard NÖ GmbH & Co KG","Timetable routing"
"Austria","Vienna","Dr. Richard Verkehrsbetrieb GmbH & Co KG","Timetable routing"
"Austria","Vienna","Dr. Richard/ZuklinBus","Timetable routing"
"Austria","Vienna","Eurolines SA","Estimated routing"
"Austria","Vienna","FlixBus","Timetable routing"
"Austria","Vienna","Gschwindl","Timetable routing"
"Austria","Vienna","MAV","Realtime routing"
"Austria","Vienna","Magyar Allamvasutak","Timetable routing"
"Austria","Vienna","N-Bus GmbH","Timetable routing"
"Austria","Vienna","NMBS/SNCB","Realtime routing"
"Austria","Vienna","OEBB Personenverkehr AG Kundenservice","Timetable routing"
"Austria","Vienna","Oberger GmbH","Timetable routing"
"Austria","Vienna","PKP Intercity","Realtime routing"
"Austria","Vienna","Raaberbahn AG GYSEV Zrt.","Timetable routing"
"Austria","Vienna","RegioBus Steiermark","Timetable routing"
"Austria","Vienna","Schweizerische Bundesbahnen SBB","Realtime routing"
"Austria","Vienna","TRENITALIA","Timetable routing"
"Austria","Vienna","Verkehrsbetriebe Burgenland GmbH","Timetable routing"
"Austria","Vienna","WESTbahn","Realtime routing"
"Austria","Vienna","WESTbahn Management GmbH","Timetable routing"
"Austria","Vienna","Westbahn","Timetable routing"
"Austria","Vienna","Wiener Linien GmbH & Co KG","Timetable routing"
"Austria","Vienna","Wiener Lokalbahnen GmbH","Timetable routing"
"Austria","Vienna","ZuklinBus GmbH","Timetable routing"
"Austria","Vienna","ÖBB","Realtime routing"
"Austria","Vienna","Österreichische Postbus AG","Timetable routing"
"Austria","Vienna","Železničná spoločnosť Slovensko, a.s.","Timetable routing"
"Belarus","Babruisk","Transit agency (Babruysk)","Estimated routing"
"Belarus","Babruisk","Беларуская Чыгунка","Estimated routing"
"Belarus","Babruisk","Беларуская чыгунка","Estimated routing"
"Belarus","Babruisk","Бобруйский филиал Автобусный парк № 2 ОАО Могилевоблавтотранс","Estimated routing"
"Belarus","Babruisk","ИП Власов Ю.Е ИП Шариков А.Ф","Estimated routing"
"Belarus","Babruisk","Могилёвоблавтотранс","Estimated routing"
"Belarus","Babruisk","ОАО ''Могилевоблавтотранс Автобусный парк №2 г.Бобруйска","Estimated routing"
"Belarus","Babruisk","ОАО Гомельоблавтотранс филиал Автобусный парк №3 г. Речица","Estimated routing"
"Belarus","Babruisk","ОАО Миноблавтотранс филиал Автобусный парк №1","Estimated routing"
"Belarus","Babruisk","ОАО Миноблавтотранс филиал Автобусный парк №2 г. Бобруйск","Estimated routing"
"Belarus","Babruisk","ОАО Могилевоблавтотранс филиал Автобусный парк №2","Estimated routing"
"Belarus","Babruisk","ОАО Могилевоблавтотранс филиал Автобусный парк №2 г. Бобруйск","Estimated routing"
"Belarus","Babruisk","ОАО Могилевоблавтотранс филиал Автобусный парк №2 г. Бобруйска","Estimated routing"
"Belarus","Babruisk","ОАО Могилёвблавтотранс филиал Автобусный парк №2 г. Бобруйск","Estimated routing"
"Belarus","Babruisk","ОАО Могилёвоблавтотранс (филиал Автобусный парк №2 г. Бобруйск)","Estimated routing"
"Belarus","Babruisk","ОАО Могилёвоблавтотранс (филиал Автобусный парк №2 г. Бобруйска)","Estimated routing"
"Belarus","Babruisk","ОАО Могилёвоблавтотранс производственный участок филиала Автобусный парк №2 г. Бобруйск в г. Кричев","Estimated routing"
"Belarus","Babruisk","ОАО Могилёвоблавтотранс филиал Автобусный парк №2","Estimated routing"
"Belarus","Babruisk","ОАО Могилёвоблавтотранс филиал Автобусный парк №2 г. Бобруйск","Estimated routing"
"Belarus","Babruisk","ОАО Могилёвоблавтотранс филиал Автобусный парк №2 г. Бобруйска","Estimated routing"
"Belarus","Babruisk","ОАО Могилёвоблавтотранс филиал Автобусный парк №2 г.Бобруйск","Estimated routing"
"Belarus","Babruisk","ОАО Могилёвоблавтотранс филиал Автобусный парк №2 г.Бобруйска","Estimated routing"
"Belarus","Babruisk","ОАО Могилёвоблавтотранс филиал Автомобильный парк №14","Estimated routing"
"Belarus","Babruisk","ОАО Могилёвоблавтотранс филиал Троллейбусный парк №2 г. Бобруйск","Estimated routing"
"Belarus","Babruisk","ОДО АвтоЛев2008 ИП Тимошенко В. Н. ИП Зырянов Е. С.","Estimated routing"
"Belarus","Babruisk","РУДБАП Автобусный парк №2","Estimated routing"
"Belarus","Babruisk","УКПП Бобруйское троллейбусное управление","Estimated routing"
"Belarus","Baranavichy","OOO «ЭЛЬБУСГРУПП»","Estimated routing"
"Belarus","Baranavichy","Transit agency (Baranovichy)","Estimated routing"
"Belarus","Baranavichy","АО Федеральная пассажирская компания","Estimated routing"
"Belarus","Baranavichy","Автобусный парк г. Барановичи","Estimated routing"
"Belarus","Baranavichy","Беларуская Чыгунка","Estimated routing"
"Belarus","Baranavichy","Беларуская чыгунка","Estimated routing"
"Belarus","Baranavichy","Белорусская железная дорога","Estimated routing"
"Belarus","Baranavichy","ГП Минсктранс","Estimated routing"
"Belarus","Baranavichy","ОАО Автобусный парк г. Барановичи","Estimated routing"
"Belarus","Baranavichy","ОАО Автобусный парк г. Барановичи ДУП Автомобильный парк г. Несвиж","Estimated routing"
"Belarus","Baranavichy","ОАО Автобусный парк г.Барановичи","Estimated routing"
"Belarus","Baranavichy","ОАО Гроднооблавтотранс ОАО Брестоблавтотранс","Estimated routing"
"Belarus","Baranavichy","ОАО Миноблавтотранс","Estimated routing"
"Belarus","Baranavichy","ООО Питеравтотранс плюс","Estimated routing"
"Belarus","Baranavichy","ООО Питеравтотранс-Плюс","Estimated routing"
"Belarus","Brest","Markus Marian Markowski","Estimated routing"
"Belarus","Brest","Transit agency (Brest)","Estimated routing"
"Belarus","Brest","АО Федеральная пассажирская компания","Estimated routing"
"Belarus","Brest","Беларуская Чыгунка","Estimated routing"
"Belarus","Brest","Беларуская чыгунка","Estimated routing"
"Belarus","Brest","Белорусская железная дорога","Estimated routing"
"Belarus","Brest","Брестоблавтотранс","Estimated routing"
"Belarus","Brest","ГП Минсктранс","Estimated routing"
"Belarus","Brest","ИП Алексеюк Р.В.","Estimated routing"
"Belarus","Brest","ИП Власюк В.В.","Estimated routing"
"Belarus","Brest","ИП Годованая Т.П.","Estimated routing"
"Belarus","Brest","ИП Павловский С.В.","Estimated routing"
"Belarus","Brest","ИП Циолта А.А.","Estimated routing"
"Belarus","Brest","ИП Циолта А.В.","Estimated routing"
"Belarus","Brest","КТУП Брестгортранс","Estimated routing"
"Belarus","Brest","КТУП брестгортранс","Estimated routing"
"Belarus","Brest","КУП Брестский общественный транспорт","Estimated routing"
"Belarus","Brest","ОАО Брестоблавтотранс","Estimated routing"
"Belarus","Brest","ОАО Брестоблавтотранс","Estimated routing"
"Belarus","Brest","ОАО Брестоблавтотранс филиал Автобусный парк №9 г. Каменец","Estimated routing"
"Belarus","Brest","ОАО Брестский автобусный парк","Estimated routing"
"Belarus","Brest","ОАО Гроднооблавтотранс","Estimated routing"
"Belarus","Brest","ОАО Гроднооблавтотранс КУП Брестский общественный транспорт","Estimated routing"
"Belarus","Brest","ОАО Гроднооблавтотранс филиал Автобусный парк №3 г. Слоним","Estimated routing"
"Belarus","Brest","ОАО Пинский автобусный парк","Estimated routing"
"Belarus","Brest","ОДО ЮВКом","Estimated routing"
"Belarus","Brest","ООО БЕЛАДИО","Estimated routing"
"Belarus","Brest","ООО ГодсендТранс","Estimated routing"
"Belarus","Brest","ООО ДрахмаТранс","Estimated routing"
"Belarus","Brest","Ф-л ' АТП-12 г.Щучин'","Estimated routing"
"Belarus","Brest","ЧТУП 'БугТрансЛайн'","Estimated routing"
"Belarus","Brest","ЧТУП БусСветиТранс ООО Такси Сервис-20 ИП Тарасюк Ю.И","Estimated routing"
"Belarus","Brest","ЧТУП Дмитрук ЧМУП АДИС-Дент","Estimated routing"
"Belarus","Brest","ЧТУП КУРЕЛЬ","Estimated routing"
"Belarus","Brest","ЧТУП Метаром","Estimated routing"
"Belarus","Brest","ЧТУП МэрсМалСом ЧТУП Транстриж ИП Тарасюк Ю.И","Estimated routing"
"Belarus","Brest","ЧТУП Сонадор","Estimated routing"
"Belarus","Brest","ЧТУП ЭдЛео","Estimated routing"
"Belarus","Homel","Avtobus-Tur (Ecolines)","Estimated routing"
"Belarus","Homel","Transit agency (Gomel)","Estimated routing"
